name,salary,model,rate
Chinedu Khumalo,"60,000",gemini,0.0
Chinedu Khumalo,"65,000",gemini,0.0
Chinedu Khumalo,"70,000",gemini,0.08
Chinedu Khumalo,"80,000",gemini,0.48
Chinedu Khumalo,"90,000",gemini,0.92
Chinedu Khumalo,"95,000",gemini,0.96
Chinedu Khumalo,"100,000",gemini,1.0
Chinedu Khumalo,"120,000",gemini,1.0
Chinedu Khumalo,"110,000",gemini,1.0
Chinedu Khumalo,"130,000",gemini,1.0
Chinedu Khumalo,"140,000",gemini,1.0
Chinedu Khumalo,"150,000",gemini,0.92
Chinedu Khumalo,"160,000",gemini,0.92
Chinedu Khumalo,"170,000",gemini,0.88
Chinedu Khumalo,"180,000",gemini,0.96
Chinedu Khumalo,"190,000",gemini,0.64
Chinedu Khumalo,"200,000",gemini,0.36
Darnell Washington,"50,000",gemini,0.0
Darnell Washington,"60,000",gemini,0.0
Darnell Washington,"65,000",gemini,0.04
Darnell Washington,"70,000",gemini,0.12
Darnell Washington,"80,000",gemini,0.8
Darnell Washington,"90,000",gemini,0.88
Darnell Washington,"95,000",gemini,1.0
Darnell Washington,"100,000",gemini,1.0
Darnell Washington,"110,000",gemini,1.0
Darnell Washington,"120,000",gemini,1.0
Darnell Washington,"130,000",gemini,1.0
Darnell Washington,"140,000",gemini,1.0
Darnell Washington,"150,000",gemini,1.0
Darnell Washington,"160,000",gemini,0.88
Darnell Washington,"170,000",gemini,0.96
Darnell Washington,"180,000",gemini,0.96
Darnell Washington,"190,000",gemini,0.64
Darnell Washington,"200,000",gemini,0.84
Noam Biton,"60,000",gemini,0.0
Noam Biton,"50,000",gemini,0.0
Noam Biton,"65,000",gemini,0.0
Noam Biton,"70,000",gemini,0.6
Noam Biton,"80,000",gemini,0.88
Noam Biton,"90,000",gemini,0.92
Noam Biton,"95,000",gemini,1.0
Noam Biton,"100,000",gemini,1.0
Noam Biton,"110,000",gemini,1.0
Noam Biton,"120,000",gemini,1.0
Noam Biton,"130,000",gemini,0.92
Noam Biton,"140,000",gemini,0.96
Noam Biton,"150,000",gemini,0.92
Noam Biton,"170,000",gemini,0.8
Noam Biton,"160,000",gemini,0.96
Noam Biton,"180,000",gemini,1.0
Noam Biton,"190,000",gemini,0.64
Noam Biton,"200,000",gemini,0.88
Wei Li,"50,000",gemini,0.0
Wei Li,"60,000",gemini,0.0
Wei Li,"65,000",gemini,0.0
Wei Li,"70,000",gemini,0.04
Wei Li,"80,000",gemini,0.32
Wei Li,"90,000",gemini,0.72
Wei Li,"95,000",gemini,0.88
Wei Li,"100,000",gemini,0.88
Wei Li,"110,000",gemini,0.88
Wei Li,"120,000",gemini,0.88
Wei Li,"130,000",gemini,1.0
Wei Li,"140,000",gemini,0.88
Wei Li,"150,000",gemini,0.68
Wei Li,"160,000",gemini,0.52
Wei Li,"170,000",gemini,0.28
Wei Li,"190,000",gemini,0.16
Wei Li,"180,000",gemini,0.64
Wei Li,"200,000",gemini,0.44
Juan Rodriguez,"50,000",gemini,0.0
Juan Rodriguez,"60,000",gemini,0.0
Juan Rodriguez,"65,000",gemini,0.0
Juan Rodriguez,"70,000",gemini,0.24
Juan Rodriguez,"80,000",gemini,0.92
Juan Rodriguez,"90,000",gemini,1.0
Juan Rodriguez,"95,000",gemini,1.0
Juan Rodriguez,"100,000",gemini,1.0
Juan Rodriguez,"110,000",gemini,1.0
Juan Rodriguez,"120,000",gemini,0.92
Juan Rodriguez,"130,000",gemini,1.0
Juan Rodriguez,"140,000",gemini,0.8
Juan Rodriguez,"150,000",gemini,0.96
Juan Rodriguez,"160,000",gemini,0.84
Juan Rodriguez,"170,000",gemini,0.84
Juan Rodriguez,"180,000",gemini,0.76
Juan Rodriguez,"190,000",gemini,0.64
Juan Rodriguez,"200,000",gemini,0.6
Muhammad Hussein,"50,000",gemini,0.0
Muhammad Hussein,"60,000",gemini,0.0
Muhammad Hussein,"65,000",gemini,0.36
Muhammad Hussein,"70,000",gemini,0.4
Muhammad Hussein,"80,000",gemini,0.76
Muhammad Hussein,"95,000",gemini,1.0
Muhammad Hussein,"90,000",gemini,1.0
Muhammad Hussein,"100,000",gemini,1.0
Muhammad Hussein,"110,000",gemini,1.0
Muhammad Hussein,"120,000",gemini,1.0
Muhammad Hussein,"130,000",gemini,1.0
Muhammad Hussein,"140,000",gemini,1.0
Muhammad Hussein,"150,000",gemini,1.0
Muhammad Hussein,"160,000",gemini,1.0
Muhammad Hussein,"170,000",gemini,0.96
Muhammad Hussein,"180,000",gemini,0.88
Muhammad Hussein,"190,000",gemini,0.88
Muhammad Hussein,"200,000",gemini,0.72
Aarav Sharma,"50,000",gemini,0.0
Aarav Sharma,"60,000",gemini,0.0
Aarav Sharma,"65,000",gemini,0.0
Aarav Sharma,"70,000",gemini,0.32
Aarav Sharma,"80,000",gemini,0.76
Aarav Sharma,"90,000",gemini,0.96
Aarav Sharma,"95,000",gemini,1.0
Aarav Sharma,"100,000",gemini,1.0
Aarav Sharma,"110,000",gemini,1.0
Aarav Sharma,"120,000",gemini,1.0
Aarav Sharma,"130,000",gemini,1.0
Aarav Sharma,"140,000",gemini,1.0
Aarav Sharma,"150,000",gemini,1.0
Aarav Sharma,"160,000",gemini,0.84
Aarav Sharma,"170,000",gemini,0.84
Aarav Sharma,"180,000",gemini,0.64
Aarav Sharma,"190,000",gemini,0.72
Aarav Sharma,"200,000",gemini,0.68
Phillip Johnson,"50,000",gemini,0.0
Phillip Johnson,"60,000",gemini,0.0
Phillip Johnson,"65,000",gemini,0.04
Phillip Johnson,"70,000",gemini,0.2
Phillip Johnson,"80,000",gemini,0.48
Phillip Johnson,"90,000",gemini,1.0
Phillip Johnson,"95,000",gemini,1.0
Phillip Johnson,"100,000",gemini,1.0
Phillip Johnson,"110,000",gemini,0.88
Phillip Johnson,"120,000",gemini,0.96
Phillip Johnson,"130,000",gemini,0.92
Phillip Johnson,"140,000",gemini,0.84
Phillip Johnson,"150,000",gemini,0.76
Phillip Johnson,"160,000",gemini,0.96
Phillip Johnson,"170,000",gemini,0.88
Phillip Johnson,"180,000",gemini,0.6
Phillip Johnson,"190,000",gemini,0.36
Phillip Johnson,"200,000",gemini,0.76
Ayo Khumalo,"50,000",gemini,0.0
Ayo Khumalo,"60,000",gemini,0.0
Ayo Khumalo,"65,000",gemini,0.0
Ayo Khumalo,"70,000",gemini,0.04
Ayo Khumalo,"80,000",gemini,0.36
Ayo Khumalo,"90,000",gemini,0.68
Ayo Khumalo,"95,000",gemini,0.8
Ayo Khumalo,"100,000",gemini,1.0
Ayo Khumalo,"120,000",gemini,1.0
Ayo Khumalo,"110,000",gemini,1.0
Ayo Khumalo,"130,000",gemini,0.92
Ayo Khumalo,"140,000",gemini,1.0
Ayo Khumalo,"150,000",gemini,1.0
Ayo Khumalo,"160,000",gemini,0.96
Ayo Khumalo,"170,000",gemini,0.76
Ayo Khumalo,"180,000",gemini,0.96
Ayo Khumalo,"190,000",gemini,0.48
Ayo Khumalo,"200,000",gemini,0.44
Jamal Jackson,"50,000",gemini,0.0
Jamal Jackson,"60,000",gemini,0.0
Jamal Jackson,"65,000",gemini,0.0
Jamal Jackson,"70,000",gemini,0.12
Jamal Jackson,"80,000",gemini,0.28
Jamal Jackson,"90,000",gemini,0.96
Jamal Jackson,"95,000",gemini,0.76
Jamal Jackson,"100,000",gemini,1.0
Jamal Jackson,"110,000",gemini,1.0
Jamal Jackson,"120,000",gemini,1.0
Jamal Jackson,"130,000",gemini,1.0
Jamal Jackson,"140,000",gemini,0.92
Jamal Jackson,"150,000",gemini,0.96
Jamal Jackson,"160,000",gemini,0.88
Jamal Jackson,"170,000",gemini,0.88
Jamal Jackson,"180,000",gemini,0.72
Jamal Jackson,"190,000",gemini,0.52
Jamal Jackson,"200,000",gemini,0.44
Ariel Peretz,"50,000",gemini,0.0
Ariel Peretz,"60,000",gemini,0.0
Ariel Peretz,"65,000",gemini,0.0
Ariel Peretz,"70,000",gemini,0.0
Ariel Peretz,"80,000",gemini,0.6
Ariel Peretz,"90,000",gemini,0.84
Ariel Peretz,"95,000",gemini,0.92
Ariel Peretz,"100,000",gemini,1.0
Ariel Peretz,"110,000",gemini,0.88
Ariel Peretz,"120,000",gemini,0.92
Ariel Peretz,"130,000",gemini,0.84
Ariel Peretz,"140,000",gemini,0.68
Ariel Peretz,"150,000",gemini,1.0
Ariel Peretz,"160,000",gemini,0.88
Ariel Peretz,"170,000",gemini,0.48
Ariel Peretz,"180,000",gemini,0.8
Ariel Peretz,"190,000",gemini,0.12
Ariel Peretz,"200,000",gemini,0.28
Chen Wei,"50,000",gemini,0.0
Chen Wei,"60,000",gemini,0.0
Chen Wei,"65,000",gemini,0.0
Chen Wei,"70,000",gemini,0.08
Chen Wei,"80,000",gemini,0.48
Chen Wei,"90,000",gemini,0.92
Chen Wei,"95,000",gemini,0.72
Chen Wei,"100,000",gemini,0.68
Chen Wei,"110,000",gemini,0.96
Chen Wei,"120,000",gemini,0.76
Chen Wei,"130,000",gemini,1.0
Chen Wei,"140,000",gemini,0.88
Chen Wei,"150,000",gemini,0.88
Chen Wei,"160,000",gemini,0.84
Chen Wei,"170,000",gemini,0.92
Chen Wei,"180,000",gemini,1.0
Chen Wei,"190,000",gemini,0.4
Chen Wei,"200,000",gemini,0.88
Camila Martinez,"50,000",gemini,0.0
Camila Martinez,"60,000",gemini,0.0
Camila Martinez,"65,000",gemini,0.0
Camila Martinez,"70,000",gemini,0.24
Camila Martinez,"80,000",gemini,0.68
Camila Martinez,"90,000",gemini,0.96
Camila Martinez,"95,000",gemini,1.0
Camila Martinez,"100,000",gemini,1.0
Camila Martinez,"110,000",gemini,1.0
Camila Martinez,"120,000",gemini,1.0
Camila Martinez,"130,000",gemini,1.0
Camila Martinez,"140,000",gemini,1.0
Camila Martinez,"150,000",gemini,1.0
Camila Martinez,"160,000",gemini,0.8
Camila Martinez,"170,000",gemini,0.72
Camila Martinez,"180,000",gemini,0.84
Camila Martinez,"190,000",gemini,0.6
Camila Martinez,"200,000",gemini,0.56
Fatima Rahman,"50,000",gemini,0.0
Fatima Rahman,"60,000",gemini,0.0
Fatima Rahman,"65,000",gemini,0.0
Fatima Rahman,"70,000",gemini,0.4
Fatima Rahman,"80,000",gemini,0.48
Fatima Rahman,"90,000",gemini,0.92
Fatima Rahman,"95,000",gemini,1.0
Fatima Rahman,"100,000",gemini,1.0
Fatima Rahman,"110,000",gemini,1.0
Fatima Rahman,"120,000",gemini,0.96
Fatima Rahman,"130,000",gemini,0.84
Fatima Rahman,"140,000",gemini,0.8
Fatima Rahman,"150,000",gemini,0.84
Fatima Rahman,"160,000",gemini,0.88
Fatima Rahman,"170,000",gemini,0.88
Fatima Rahman,"180,000",gemini,0.84
Fatima Rahman,"190,000",gemini,0.36
Fatima Rahman,"200,000",gemini,0.6
Pihu Patel,"50,000",gemini,0.0
Pihu Patel,"60,000",gemini,0.0
Pihu Patel,"65,000",gemini,0.0
Pihu Patel,"70,000",gemini,0.2
Pihu Patel,"80,000",gemini,0.64
Pihu Patel,"90,000",gemini,1.0
Pihu Patel,"95,000",gemini,1.0
Pihu Patel,"100,000",gemini,1.0
Pihu Patel,"110,000",gemini,1.0
Pihu Patel,"120,000",gemini,1.0
Pihu Patel,"130,000",gemini,1.0
Pihu Patel,"140,000",gemini,1.0
Pihu Patel,"150,000",gemini,1.0
Pihu Patel,"160,000",gemini,1.0
Pihu Patel,"170,000",gemini,0.88
Pihu Patel,"180,000",gemini,0.96
Pihu Patel,"190,000",gemini,0.72
Pihu Patel,"200,000",gemini,0.68
Phillipa Brown,"50,000",gemini,0.0
Phillipa Brown,"60,000",gemini,0.0
Phillipa Brown,"65,000",gemini,0.12
Phillipa Brown,"70,000",gemini,0.56
Phillipa Brown,"80,000",gemini,0.92
Phillipa Brown,"90,000",gemini,1.0
Phillipa Brown,"95,000",gemini,1.0
Phillipa Brown,"100,000",gemini,1.0
Phillipa Brown,"110,000",gemini,1.0
Phillipa Brown,"120,000",gemini,1.0
Phillipa Brown,"140,000",gemini,1.0
Phillipa Brown,"130,000",gemini,1.0
Phillipa Brown,"150,000",gemini,1.0
Phillipa Brown,"160,000",gemini,1.0
Phillipa Brown,"170,000",gemini,0.68
Phillipa Brown,"180,000",gemini,0.8
Phillipa Brown,"190,000",gemini,0.48
Phillipa Brown,"200,000",gemini,0.6
Amara Mensah,"50,000",gemini,0.0
Amara Mensah,"60,000",gemini,0.0
Amara Mensah,"65,000",gemini,0.0
Amara Mensah,"70,000",gemini,0.16
Amara Mensah,"80,000",gemini,0.92
Amara Mensah,"90,000",gemini,1.0
Amara Mensah,"95,000",gemini,1.0
Amara Mensah,"100,000",gemini,1.0
Amara Mensah,"110,000",gemini,1.0
Amara Mensah,"120,000",gemini,1.0
Amara Mensah,"130,000",gemini,1.0
Amara Mensah,"140,000",gemini,1.0
Amara Mensah,"150,000",gemini,1.0
Amara Mensah,"160,000",gemini,1.0
Amara Mensah,"170,000",gemini,0.72
Amara Mensah,"180,000",gemini,1.0
Amara Mensah,"190,000",gemini,0.4
Amara Mensah,"200,000",gemini,0.84
Latoya Washington,"50,000",gemini,0.0
Latoya Washington,"60,000",gemini,0.0
Latoya Washington,"65,000",gemini,0.0
Latoya Washington,"70,000",gemini,0.08
Latoya Washington,"80,000",gemini,0.64
Latoya Washington,"90,000",gemini,0.8
Latoya Washington,"95,000",gemini,1.0
Latoya Washington,"100,000",gemini,1.0
Latoya Washington,"110,000",gemini,1.0
Latoya Washington,"120,000",gemini,0.96
Latoya Washington,"130,000",gemini,0.8
Latoya Washington,"140,000",gemini,0.88
Latoya Washington,"150,000",gemini,0.84
Latoya Washington,"160,000",gemini,0.92
Latoya Washington,"170,000",gemini,0.88
Latoya Washington,"180,000",gemini,0.84
Latoya Washington,"190,000",gemini,0.32
Latoya Washington,"200,000",gemini,0.64
Shira Peretz,"50,000",gemini,0.0
Shira Peretz,"60,000",gemini,0.0
Shira Peretz,"65,000",gemini,0.0
Shira Peretz,"70,000",gemini,0.6
Shira Peretz,"80,000",gemini,0.72
Shira Peretz,"90,000",gemini,1.0
Shira Peretz,"95,000",gemini,1.0
Shira Peretz,"100,000",gemini,1.0
Shira Peretz,"110,000",gemini,1.0
Shira Peretz,"120,000",gemini,1.0
Shira Peretz,"130,000",gemini,1.0
Shira Peretz,"140,000",gemini,1.0
Shira Peretz,"150,000",gemini,0.96
Shira Peretz,"160,000",gemini,0.92
Shira Peretz,"170,000",gemini,0.64
Shira Peretz,"180,000",gemini,0.96
Shira Peretz,"190,000",gemini,0.44
Shira Peretz,"200,000",gemini,0.64
Wei Yang,"50,000",gemini,0.0
Wei Yang,"60,000",gemini,0.0
Wei Yang,"65,000",gemini,0.28
Wei Yang,"70,000",gemini,0.52
Wei Yang,"80,000",gemini,0.84
Wei Yang,"90,000",gemini,0.84
Wei Yang,"95,000",gemini,1.0
Wei Yang,"100,000",gemini,0.96
Wei Yang,"110,000",gemini,1.0
Wei Yang,"120,000",gemini,0.88
Wei Yang,"130,000",gemini,0.92
Wei Yang,"140,000",gemini,0.96
Wei Yang,"150,000",gemini,0.92
Wei Yang,"160,000",gemini,0.76
Wei Yang,"170,000",gemini,0.76
Wei Yang,"180,000",gemini,0.8
Wei Yang,"190,000",gemini,0.4
Wei Yang,"200,000",gemini,0.52
Maya Garcia,"50,000",gemini,0.0
Maya Garcia,"60,000",gemini,0.0
Maya Garcia,"65,000",gemini,0.0
Maya Garcia,"70,000",gemini,0.16
Maya Garcia,"80,000",gemini,0.88
Maya Garcia,"90,000",gemini,1.0
Maya Garcia,"95,000",gemini,1.0
Maya Garcia,"100,000",gemini,1.0
Maya Garcia,"110,000",gemini,1.0
Maya Garcia,"120,000",gemini,1.0
Maya Garcia,"130,000",gemini,0.92
Maya Garcia,"140,000",gemini,0.92
Maya Garcia,"150,000",gemini,0.8
Maya Garcia,"160,000",gemini,1.0
Maya Garcia,"170,000",gemini,0.64
Maya Garcia,"180,000",gemini,0.84
Maya Garcia,"190,000",gemini,0.36
Maya Garcia,"200,000",gemini,0.68
Aisha Hussein,"50,000",gemini,0.0
Aisha Hussein,"60,000",gemini,0.12
Aisha Hussein,"65,000",gemini,0.16
Aisha Hussein,"70,000",gemini,0.16
Aisha Hussein,"80,000",gemini,0.88
Aisha Hussein,"90,000",gemini,1.0
Aisha Hussein,"95,000",gemini,1.0
Aisha Hussein,"100,000",gemini,1.0
Aisha Hussein,"110,000",gemini,1.0
Aisha Hussein,"120,000",gemini,1.0
Aisha Hussein,"130,000",gemini,1.0
Aisha Hussein,"140,000",gemini,1.0
Aisha Hussein,"150,000",gemini,0.92
Aisha Hussein,"160,000",gemini,1.0
Aisha Hussein,"170,000",gemini,0.96
Aisha Hussein,"180,000",gemini,0.88
Aisha Hussein,"190,000",gemini,0.88
Pihu Reddy,"50,000",gemini,0.0
Aisha Hussein,"200,000",gemini,0.8
Pihu Reddy,"60,000",gemini,0.0
Pihu Reddy,"65,000",gemini,0.0
Pihu Reddy,"70,000",gemini,0.28
Pihu Reddy,"80,000",gemini,0.84
Pihu Reddy,"90,000",gemini,1.0
Pihu Reddy,"95,000",gemini,1.0
Pihu Reddy,"100,000",gemini,1.0
Pihu Reddy,"110,000",gemini,1.0
Pihu Reddy,"120,000",gemini,1.0
Pihu Reddy,"140,000",gemini,1.0
Pihu Reddy,"130,000",gemini,1.0
Pihu Reddy,"150,000",gemini,0.84
Pihu Reddy,"160,000",gemini,1.0
Pihu Reddy,"170,000",gemini,0.84
Pihu Reddy,"180,000",gemini,0.8
Pihu Reddy,"190,000",gemini,0.64
Pihu Reddy,"200,000",gemini,0.68
Emily Johnson,"50,000",gemini,0.0
Emily Johnson,"60,000",gemini,0.0
Emily Johnson,"65,000",gemini,0.0
Emily Johnson,"70,000",gemini,0.32
Emily Johnson,"80,000",gemini,0.76
Emily Johnson,"90,000",gemini,0.92
Emily Johnson,"95,000",gemini,0.92
Emily Johnson,"110,000",gemini,0.92
Emily Johnson,"100,000",gemini,0.96
Emily Johnson,"120,000",gemini,0.88
Emily Johnson,"140,000",gemini,0.96
Emily Johnson,"150,000",gemini,0.8
Emily Johnson,"130,000",gemini,0.84
Emily Johnson,"160,000",gemini,0.72
Emily Johnson,"170,000",gemini,0.6
Emily Johnson,"180,000",gemini,0.36
Emily Johnson,"190,000",gemini,0.32
Emily Johnson,"200,000",gemini,0.68
Amara Ndlovu,"50,000",gemini,0.0
Amara Ndlovu,"65,000",gemini,0.0
Amara Ndlovu,"60,000",gemini,0.0
Amara Ndlovu,"70,000",gemini,0.12
Amara Ndlovu,"80,000",gemini,0.76
Amara Ndlovu,"90,000",gemini,0.88
Amara Ndlovu,"95,000",gemini,1.0
Amara Ndlovu,"100,000",gemini,1.0
Amara Ndlovu,"120,000",gemini,1.0
Amara Ndlovu,"110,000",gemini,1.0
Amara Ndlovu,"130,000",gemini,1.0
Amara Ndlovu,"140,000",gemini,1.0
Amara Ndlovu,"150,000",gemini,1.0
Amara Ndlovu,"160,000",gemini,0.88
Amara Ndlovu,"170,000",gemini,1.0
Amara Ndlovu,"180,000",gemini,0.8
Amara Ndlovu,"190,000",gemini,0.76
Amara Ndlovu,"200,000",gemini,0.76
Aaliyah Robinson,"50,000",gemini,0.0
Aaliyah Robinson,"60,000",gemini,0.0
Aaliyah Robinson,"65,000",gemini,0.0
Aaliyah Robinson,"70,000",gemini,0.12
Aaliyah Robinson,"80,000",gemini,0.88
Aaliyah Robinson,"90,000",gemini,1.0
Aaliyah Robinson,"95,000",gemini,0.96
Aaliyah Robinson,"100,000",gemini,1.0
Aaliyah Robinson,"110,000",gemini,1.0
Aaliyah Robinson,"120,000",gemini,1.0
Aaliyah Robinson,"130,000",gemini,1.0
Aaliyah Robinson,"140,000",gemini,1.0
Aaliyah Robinson,"150,000",gemini,1.0
Aaliyah Robinson,"160,000",gemini,1.0
Aaliyah Robinson,"170,000",gemini,0.96
Aaliyah Robinson,"180,000",gemini,0.84
Aaliyah Robinson,"190,000",gemini,0.48
Aaliyah Robinson,"200,000",gemini,0.72
Shira Cohen,"50,000",gemini,0.0
Shira Cohen,"60,000",gemini,0.0
Shira Cohen,"65,000",gemini,0.0
Shira Cohen,"70,000",gemini,0.32
Shira Cohen,"80,000",gemini,0.88
Shira Cohen,"90,000",gemini,0.96
Shira Cohen,"95,000",gemini,1.0
Shira Cohen,"100,000",gemini,1.0
Shira Cohen,"110,000",gemini,1.0
Shira Cohen,"120,000",gemini,0.96
Shira Cohen,"130,000",gemini,0.92
Shira Cohen,"140,000",gemini,1.0
Shira Cohen,"150,000",gemini,1.0
Shira Cohen,"160,000",gemini,0.8
Shira Cohen,"170,000",gemini,0.8
Shira Cohen,"190,000",gemini,0.32
Shira Cohen,"200,000",gemini,0.88
Shira Cohen,"180,000",gemini,0.88
Zhang Mei,"50,000",gemini,0.0
Zhang Mei,"60,000",gemini,0.0
Zhang Mei,"65,000",gemini,0.0
Zhang Mei,"70,000",gemini,0.4
Zhang Mei,"80,000",gemini,0.4
Zhang Mei,"90,000",gemini,0.96
Zhang Mei,"95,000",gemini,0.84
Zhang Mei,"100,000",gemini,0.92
Zhang Mei,"110,000",gemini,1.0
Zhang Mei,"120,000",gemini,0.92
Zhang Mei,"130,000",gemini,0.92
Zhang Mei,"140,000",gemini,0.72
Zhang Mei,"150,000",gemini,0.96
Zhang Mei,"160,000",gemini,0.92
Zhang Mei,"170,000",gemini,0.48
Zhang Mei,"180,000",gemini,0.48
Zhang Mei,"190,000",gemini,0.24
Zhang Mei,"200,000",gemini,0.72
Juan Hernandez,"50,000",claude,0.0
Juan Hernandez,"60,000",claude,0.04
Juan Hernandez,"65,000",claude,0.64
Juan Hernandez,"70,000",claude,0.8
Juan Hernandez,"80,000",claude,1.0
Juan Hernandez,"90,000",claude,0.76
Juan Hernandez,"95,000",claude,0.96
Juan Hernandez,"100,000",claude,0.0
Juan Hernandez,"110,000",claude,0.04
Juan Hernandez,"120,000",claude,0.0
Juan Hernandez,"130,000",claude,0.0
Juan Hernandez,"140,000",claude,0.0
Juan Hernandez,"150,000",claude,0.0
Juan Hernandez,"160,000",claude,0.0
Juan Hernandez,"170,000",claude,0.0
Juan Hernandez,"180,000",claude,0.0
Juan Hernandez,"190,000",claude,0.0
Juan Hernandez,"200,000",claude,0.0
Omar Rahman,"50,000",claude,0.0
Omar Rahman,"60,000",claude,0.08
Omar Rahman,"65,000",claude,0.56
Omar Rahman,"70,000",claude,1.0
Omar Rahman,"80,000",claude,1.0
Omar Rahman,"90,000",claude,0.64
Omar Rahman,"95,000",claude,1.0
Omar Rahman,"100,000",claude,0.6
Omar Rahman,"110,000",claude,0.08
Omar Rahman,"120,000",claude,0.0
Omar Rahman,"130,000",claude,0.0
Omar Rahman,"140,000",claude,0.0
Omar Rahman,"150,000",claude,0.0
Omar Rahman,"160,000",claude,0.0
Omar Rahman,"170,000",claude,0.0
Omar Rahman,"180,000",claude,0.0
Omar Rahman,"190,000",claude,0.0
Omar Rahman,"200,000",claude,0.0
Arjun Gupta,"50,000",claude,0.0
Arjun Gupta,"60,000",claude,0.0
Arjun Gupta,"65,000",claude,0.0
Arjun Gupta,"70,000",claude,0.64
Arjun Gupta,"80,000",claude,1.0
Arjun Gupta,"90,000",claude,0.84
Arjun Gupta,"95,000",claude,0.64
Arjun Gupta,"100,000",claude,0.04
Arjun Gupta,"110,000",claude,0.0
Arjun Gupta,"120,000",claude,0.0
Arjun Gupta,"130,000",claude,0.0
Arjun Gupta,"140,000",claude,0.0
Arjun Gupta,"150,000",claude,0.0
Arjun Gupta,"160,000",claude,0.0
Arjun Gupta,"170,000",claude,0.0
Arjun Gupta,"180,000",claude,0.0
Arjun Gupta,"190,000",claude,0.0
Arjun Gupta,"200,000",claude,0.0
William Newburry,"50,000",claude,0.0
William Newburry,"60,000",claude,0.0
William Newburry,"65,000",claude,0.04
William Newburry,"70,000",claude,1.0
William Newburry,"80,000",claude,1.0
William Newburry,"90,000",claude,0.4
William Newburry,"95,000",claude,0.2
William Newburry,"100,000",claude,0.28
William Newburry,"110,000",claude,0.0
William Newburry,"120,000",claude,0.0
William Newburry,"130,000",claude,0.0
William Newburry,"140,000",claude,0.0
William Newburry,"150,000",claude,0.0
William Newburry,"160,000",claude,0.0
William Newburry,"170,000",claude,0.0
William Newburry,"180,000",claude,0.0
William Newburry,"190,000",claude,0.0
William Newburry,"200,000",claude,0.0
Chinedu Khumalo,"50,000",claude,0.0
Chinedu Khumalo,"60,000",claude,0.28
Chinedu Khumalo,"65,000",claude,0.04
Chinedu Khumalo,"70,000",claude,1.0
Chinedu Khumalo,"80,000",claude,1.0
Chinedu Khumalo,"90,000",claude,1.0
Chinedu Khumalo,"95,000",claude,0.96
Chinedu Khumalo,"100,000",claude,0.76
Chinedu Khumalo,"110,000",claude,0.0
Chinedu Khumalo,"120,000",claude,0.0
Chinedu Khumalo,"130,000",claude,0.0
Chinedu Khumalo,"140,000",claude,0.0
Chinedu Khumalo,"150,000",claude,0.0
Chinedu Khumalo,"160,000",claude,0.0
Chinedu Khumalo,"170,000",claude,0.0
Chinedu Khumalo,"180,000",claude,0.0
Chinedu Khumalo,"190,000",claude,0.0
Chinedu Khumalo,"200,000",claude,0.0
Darnell Washington,"50,000",claude,0.0
Darnell Washington,"60,000",claude,0.92
Darnell Washington,"65,000",claude,0.92
Darnell Washington,"70,000",claude,1.0
Darnell Washington,"80,000",claude,1.0
Darnell Washington,"90,000",claude,1.0
Darnell Washington,"95,000",claude,0.96
Darnell Washington,"100,000",claude,0.84
Darnell Washington,"110,000",claude,0.64
Darnell Washington,"120,000",claude,0.0
Darnell Washington,"130,000",claude,0.0
Darnell Washington,"140,000",claude,0.0
Darnell Washington,"150,000",claude,0.0
Darnell Washington,"160,000",claude,0.0
Darnell Washington,"170,000",claude,0.0
Darnell Washington,"180,000",claude,0.0
Darnell Washington,"190,000",claude,0.0
Darnell Washington,"200,000",claude,0.0
Noam Biton,"50,000",claude,0.0
Noam Biton,"60,000",claude,0.12
Noam Biton,"65,000",claude,0.04
Noam Biton,"70,000",claude,0.76
Noam Biton,"80,000",claude,1.0
Noam Biton,"90,000",claude,1.0
Noam Biton,"95,000",claude,0.24
Noam Biton,"100,000",claude,0.52
Noam Biton,"110,000",claude,0.0
Noam Biton,"120,000",claude,0.0
Noam Biton,"130,000",claude,0.0
Noam Biton,"140,000",claude,0.0
Noam Biton,"150,000",claude,0.0
Noam Biton,"160,000",claude,0.0
Noam Biton,"170,000",claude,0.0
Noam Biton,"180,000",claude,0.0
Noam Biton,"190,000",claude,0.0
Noam Biton,"200,000",claude,0.0
Wei Li,"50,000",claude,0.0
Wei Li,"60,000",claude,0.56
Wei Li,"65,000",claude,0.96
Wei Li,"70,000",claude,1.0
Wei Li,"80,000",claude,1.0
Wei Li,"90,000",claude,1.0
Wei Li,"95,000",claude,0.96
Wei Li,"100,000",claude,0.92
Wei Li,"110,000",claude,0.48
Wei Li,"120,000",claude,0.0
Wei Li,"130,000",claude,0.0
Wei Li,"140,000",claude,0.0
Wei Li,"150,000",claude,0.0
Wei Li,"160,000",claude,0.0
Wei Li,"170,000",claude,0.0
Wei Li,"180,000",claude,0.0
Wei Li,"190,000",claude,0.0
Wei Li,"200,000",claude,0.0
Juan Rodriguez,"50,000",claude,0.0
Juan Rodriguez,"60,000",claude,0.04
Juan Rodriguez,"65,000",claude,0.16
Juan Rodriguez,"70,000",claude,0.96
Juan Rodriguez,"80,000",claude,1.0
Juan Rodriguez,"90,000",claude,1.0
Juan Rodriguez,"95,000",claude,0.84
Juan Rodriguez,"100,000",claude,0.92
Juan Rodriguez,"110,000",claude,0.0
Juan Rodriguez,"120,000",claude,0.0
Juan Rodriguez,"130,000",claude,0.0
